"code","name"
"364EVER ","Everton Formation (Subsurface)"
"364EVRN ","Everton Formation"
"364EYER ","Eyer Member of Hatter Formation"
"364FRPM ","Fort Pena Formation and Marathon Limestone"
"364FRPN ","Fort Pena Formation"
"364FVOK ","Five Oak Limestone"
"364GADC ","Garden City Formation or Limestone (Middle-Lower Ordovician)"
"364GALN ","Galena Formation"
"364GBRG ","Guttenberg Member of Decorah Formation"
"364GCDV ","Grier and Curdsville Limestone Members of Lexington Limestone"
"364GEPR ","Greensport Formation"
"364GLEN ","Galena Dolomite"
"364GLND ","Glenwood Formation"
"364GLNDH","Glenwood Shale Member of Platteville Formation"
"364GLNDS","Glenwood Sandstone Member of Platteville Formation"
"364GRDC ","Garden City Formation"
"364GRIR ","Grier Limestone Member of Lexington Limestone"
"364GRTN ","Gratton Limestone"
"364GRZR ","Grazier Member of Hatter Formation"
"364HCBG ","Hurricane Bridge Limestone"
"364HDCK ","Hardy Creek Limestone"
"364HGBG ","High Bridge Group"
"364HLSN ","Holston Formation"
"364HMBG ","Hamburg Sequence"
"364HMBG1","Hamburg Sequence, Subunit 1"
"364HMBG2","Hamburg Sequence, Subunit 2"
"364HMBG3","Hamburg Sequence, Subunit 3"
"364HMBG4","Hamburg Sequence, Subunit 4"
"364HMBG5","Hamburg Sequence, Subunit 5"
"364HMBG6","Hamburg Sequence, Subunit 6"
"364HMBG7","Hamburg Sequence, Subunit 7"
"364HMBG8","Hamburg Sequence, Subunit 8"
"364HMBG9","Hamburg Sequence, Subunit 9"
"364HMBGA","Hamburg Sequence, Subunit 2a"
"364HMBGB","Hamburg Sequence, Subunit 2b"
"364HNTR ","Hunter Formation"
"364HRMA ","Hershey-Myerstown-Annville Aquifer"
"364HRMG ","Hermitage Formation"
"364HRMR ","Hershey and Myerstown Formations, Undifferentiated"
"364HRSY ","Hershey Formation"
"364HSLR ","Hostler Member of Hatter Formation"
"364HTTR ","Hatter Formation"
"364ICBX ","Icebox Shale Member of Winnipeg Formation"
"364ION  ","Ion Member of Decorah Formation"
"364JAKB ","Jacksonburg Limestone"
"364JCHM ","Joachim Dolomite"
"364JKBG ","Jacksonburg Formation"
"364JKBGC","Jacksonburg Formation, Cement Limestone"
"364JKBGR","Jacksonburg Formation, Cement Rock"
"364JONS ","Joins Formation"
"364KMCK ","Kimmswick Limestone"
"364KNKC ","Kinnikinic Quartzite"
"364KNSH ","Kanosh Shale of Pogonip Group"
"364LBNN ","Lebanon Limestone"
"364LCLR ","Lincolnshire Formation"
"364LDHL ","Linden Hall Formation"
"364LGCV ","Logana and Curdsville Limestone Members of Lexington Limestone"
"364LHMN ","Lehman Formation of Pogonip Group"
"364LLOK ","Little Oak Limestone"
"364LNOR ","Lenoir Limestone"
"364LOGN ","Logana Limestone Member of Lexington Limestone"
"364LRCH ","Lurich Formation"
"364LVLL ","Lowville Formation"
"364LXNG ","Lexington Limestone"
"364MCGG ","Mcgregor Member of Platteville Formation"
"364MCGL ","Mc Glone Formation"
"364MCLS ","Mc Lish Formation"
"364MCSN ","Moccasin Formation"
"364MLBG ","Millersville Member of Lexington Limestone"
"364MRCK ","Martin Creek Limestone"
"364MRFB ","Murfreesboro Limestone"
"364MRSN ","Myerstown Formation"
"364NLMN ","Nealmont Formation"
"364NMKL ","Normanskill Formation"
"364NMRK ","New Market Limestone"
"364NSVL ","Nashville Group"
"364OCPN ","Oregon and Camp Nelson Limestones"
"364ODVCM","Ordovician, Middle"
"364OKHL ","Oak Hall Member of Nealmont Formation"
"364OLCK ","Oil Creek Formation"
"364ONLN ","Ontelaunee Formation"
"364ORND ","Oranda Formation"
"364OTTS ","Ottosee Shale"
"364PCNC ","Pecatonica Member of Platteville Formation"
"364PGNP ","Pogonip Group"
"364PIRC ","Pierce Limestone"
"364PLTN ","Plattin Limestone"
"364PLVL ","Platteville Formation"
"364POTT ","Poteet Formation"
"364PPLS ","Point Pleasant Formation"
"364PROR ","Prosser Member of Galena Group"
"364PRSR ","Prosser Member of Galena Formation"
"364PRVL ","Perryville Limestone Member of Lexington Limestone"
"364RBCP ","Rob Camp Limestone"
"364RCKD ","Rockdell Limestone"
"364RCKM ","Rockmart Slate"
"364RDLY ","Ridley Limestone"
"364RDMN ","Rodman Limestone or Member of Nealmont Formation"
"364RGCK ","Roughlock Siltstone"
"364ROGK ","Roughlock Siltstone Member of Winnipeg Formation"
"364RPRK ","Row Park Limestone"
"364RYCV ","Rye Cove Formation"
"364SEVL ","Stewartville Member of Galena Group"
"364SKHL ","Snake Hill Formation"
"364SLON ","Salona Formation"
"364SLPW ","Sulphur Well Member of Lexington Limestone"
"364SMPS ","Simpson Group"
"364SNDR ","Snyder Member of Benner Formation"
"364SNPK ","Swan Peak Formation"
"364SNPR ","Saint Peter Sandstone"
"364SPCF ","Spechts Ferry Member of Decorah Formation"
"364SPEV ","St Peter Sandstone-Everton Formation, Undifferentiated"
"364SRVL ","Stewartville Member of Galena Formation"
"364SRVR ","Stones River Group"
"364STPL ","St Paul Group"
"364STPR ","St Peter Sandstone"
"364STVR ","Stover Member of Benner Formation"
"364SVIR ","Sevier Shale"
"364TBRV ","Trenton-Black River Group"
"364TGDG ","Tanglewood and Grier Limestone Members of Lexington Limestone"
"364TGLD ","Tanglewood Limestone Member of Lexington Limestone"
"364TPCK ","Tulip Creek Formation"
"364TREN ","Trenton Group"
"364TRNN ","Trenton Limestone"
"364TYNR ","Tyner Formation"
"364TYRN ","Tyrone Limestone"
"364VLLV ","Valley View Member of Curtin Formation"
"364VLNN ","Valentine Member of Curtin Formation"
"364WDHL ","Woods Hollow Shale"
"364WDWY ","Woodway Limestone"
"364WGSL ","""Winnipeg Shale"" of Winnipeg Formation"
"364WGSS ","""Winnipeg Sandstone"" of Winnipeg Formation"
"364WLCK ","Whistlecreek Limestone"
"364WLMC ","Walloomsac Slate"
"364WNPG ","Winnipeg Formation"
"364WPGS ","""Winnipeg Silt"" of Winnipeg Formation"
"364WRDL ","Wardell Limestone"
"364WTTN ","Witten Limestone"
"365ANCE ","Ancell"
"365ANCL ","Ancell Group"
"365ATRN ","Au Train Formation"
"365BKRV ","Black River Formation"
"365BKRVG","Black River Group"
"365CDLF ","Chandler Falls Formation"
"365CMPL ","Champlainian Series"
"365CRMN ","Carimona Member of Platteville Formation"
"365DCRH ","Decorah Formation"
"365DECR ","Decorah Subgroup of Galena Group"
"365DNLT ","Dunleith Formation of Kimmswick Subgroup"
"365DTCN ","Dutchtown Formation"
"365DUBQ ","Dubuque Member of Galena Dolomite"
"365DUBUQ","Dubuque Formation"
"365DUCN ","Dutchtown Limestone"
"365DUNL ","Dunleith Member of Galena Dolomite"
"365EVRN ","Everton Dolomite"
"365GALE ","Galena Group"
"365GAPV ","Galena-Platteville Aquifer"
"365GBRG ","Guttenberg Formation of Decorah Subgroup"
"365GDDR ","Grand Detour Formation of Plattin Subgroup"
"365GLEN ","Galena Formation"
"365GLND ","Glenwood Formation"
"365GLPV ","Galena-Platteville Groups"
"365GRQR ","Groos Quarry Formation"
"365GUBG ","Guttenberg Limestone Member of Decorah Formation"
"365JCHM ","Joachim Dolomite of Ancell Group"
"365KGLK ","Kings Lake Formation of Decorah Subgroup"
"365KMCK ","Kimmswick Subgroup of Galena Group"
"365MCGG ","Mcgregor Member of Platteville Formation"
"365MFLN ","Mifflin Formation of Plattin Subgroup"
"365MHKN ","Mowawkian Series"
"365NCHS ","Nachusa Formation of Plattin Subgroup"
"365PCNC ","Pecatonica Dolomite Member of Platteville Formation"
"365PECC ","Pecatonica Formation"
"365PLAV ","Platteville Group"
"365PLTN ","Plattin Subgroup of Platteville Group"
"365PLVL ","Platteville Formation"
"365PRDC ","Prairie Du Chien Group"
"365QMBM ","Quimbys Mill Formation of Plattin Subgroup"
"365QUBM ","Quimbys Mill Member of Platteville Formation"
"365RDSN ","Readstown Member of St. Peter Sandstone"
"365RKLV ","Rock Levee Formation"
"365SNNP ","Sinnipee Group"
"365SPCF ","Spechts Ferry Formation of Decorah Subgroup"
"365SPEF ","Spechts Ferry Shale Member of Decorah Formation"
"365STPR ","St. Peter Sandstone"
"365TBRV ","Trenton-Black River Group"
"365TONT ","Tonti Member of St. Peter Sandstone"
"365TRNN ","Trenton Group"
"365TRNNL","Trenton Limestone"
"365WILK ","Wise Lake Member of Galena Dolomite"
"365WSLK ","Wise Lake Formation of Kimmswick Subgroup"
"367ABCK ","Arbuckle Group"
"367ABCKU","Arbuckle Limestone, Upper"
"367ALST ","Alstate Shale"
"367AXMN ","Axemann Formation"
"367BFAX ","Axemann, Bellefonte Formations"
"367BKCP ","Beekmantown and Chepultepec Formations"
"367BKMN ","Beekmantown Group"
"367BKRK ","Black Rock Formation"
"367BLFN ","Bellefonte Formation"
"367BLKL ","Blakely Sandstone"
"367BTCV ","Bat Cave Limestone"
"367CALM ","Carlim Limestone"
"367CHZN ","Chazyan Series"
"367CLCK ","Cool Creek Formation"
"367CLVR ","Clover Member of Loysburg Formation"
"367CNSG ","Conestoga Formation"
"367CPPC ","Chepultepec Dolomite"
"367CPRR ","Chepultepec Dolomite and Rose Run Sandstone"
"367CRJF ","Cotter-Jefferson City Dolomite"
"367CRLM ","Crystal Mountain Sandstone"
"367CTJF ","Cotter-Jefferson City Dolomites"
"367CTTR ","Cotter Dolomite"
"367EBPH ","Ellenburger Group and Post-Hickory Sandstone Cambrian Rocks"
"367EBSS ","Ellenburger Group and San Saba Aquifer"
"367ELBG ","Ellenburger Group"
"367ELPA ","El Paso Limestone or Group"
"367ELPS ","El Paso Limestone"
"367EMRS ","Emerson Formation"
"367EPLR ","Epler Formation"
"367FLCK ","Fossil Creek Volcanics"
"367FLMR ","Fillmore Limestone of Pogonip Group"
"367GDWN ","Goodwin Limestone"
"367GNTR ","Gunter Sandstone Member of Gasconade Dolomite"
"367GRMN ","Gorman Formation"
"367GROV ","Grove Limestone"
"367GSCD ","Gasconade Dolomite"
"367GSCDL","Gasconade Dolomite, Lower"
"367GSCDU","Gasconade Dolomite, Upper"
"367GUNR ","Gunter Sandstone Member of Van Buren Formation"
"367HLRD ","Hillard Limestone"
"367HNCT ","Honeycut Formation"
"367JSBR ","Jonesboro Limestone"
"367JUAB ","Juab Limestone of Pogonip Group"
"367KDBD ","Kindblade Formation"
"367KGPR ","Kingsport Formation"
"367KNKK ","Kankakee Formation"
"367KNOX ","Knox Dolomite"
"367KNOXG","Knox Group"
"367KNOXS","Knox Supergroup"
"367KTTNU","Upper Kittatiny Limestone"
"367LBRG ","Loysburg Formation"
"367LNGV ","Longview Limestone"
"367LOGV ","Longview Dolomite"
"367LRKE ","Larke Formation"
"367MKLV ","Mascot, Kingsport and Longview Formations"
"367MKZH ","Mckenzie Hill Formation"
"367MLRY ","Milroy Member of Loysburg Formation"
"367MNTU ","Manitou Formation"
"367MRTN ","Marathon Limestone"
"367MSCT ","Mascot Dolomite"
"367MZRN ","Mazarn Shale"
"367NEWL ","Newala Limestone"
"367NEWLF","Newala Formation"
"367NLGV ","Newala-Longview Dolomite"
"367NNLK ","Nittany Larke Formations"
"367NNML ","Nine Mile Formation"
"367NRCM ","New Richmond Sandstone"
"367NTTN ","Nittany Formation"
"367ODVCL","Ordovician, Lower"
"367ODVL ","Odenville Limestone"
"367ONET ","Oneota Member of Prairie Du Chien Formation"
"367ONOT ","Oneota Dolomite"
"367OPNG ","Opohonga Limestone"
"367OVCB ","Ordovician-Cambrian Systems"
"367PADC ","Prairie Du Chien Group"
"367PBGS ","Pinesburg Station Dolomite"
"367PKPP ","Phi Kappa Formation"
"367PLTN ","Poultney Slate"
"367PRDC ","Prairie Du Chien Formation"
"367PRDCG","Prairie Du Chien Group"
"367RBDX ","Roubidoux Formation"
"367RCKB ","Rickenbach Formation"
"367RCKR ","Rockdale Run Formation"
"367RIKB ","Rickenbach Dolomite"
"367RMSR ","Ramshorn Slate"
"367RTVL ","Root Valley Member of Prairie Du Chien Formation"
"367SDBC ","Staendebach Member of Tanyard Formation"
"367SFRS ","Stoufferstown Formation"
"367SHKP ","Shakopee Dolomite"
"367SMVL ","Smithville Formation"
"367SMVP ","Smithville Formation-Powell Limestone"
"367SNNG ","Stonehenge Formation"
"367SONG ","Stonehenge Limestone"
"367SRRT ","Sierrite Limestone"
"367SRVR ","Stones River Limestone"
"367STPR ","St Peter Sandstone"
"367TBHL ","Tribes Hill Limestone"
"367TDGL ","Threadgill Member of Tanyard Formation"
"367TGSP ","Tiger-Striped Member"
"367TNRD ","Tanyard Formation"
"367VNBR ","Van Buren Formation"
"367WHWH ","Wahwah Limestone of Pogonip Group"
"367WILR ","Willow River Member of Prairie Du Chien Formation"
"367WLCK ","Wells Creek Formation"
"367WLRV ","Willow River Member of Shakopee Formation"
"367WMBL ","Womble Shale"
"367WSCK ","West Spring Creek Formation"
"368CNDN ","Canadian Series"
"368CRJF ","Cotter-Jefferson City Dolomites"
"368CTTR ","Cotter Dolomite"
"368GENO ","Genoa Member of Oneota Dolomite"
"368GNTR ","Gunter Sandstone of Prairie Du Chien Group"
"368HKRG ","Hickory Ridge Member of Oneota Dolomite"
"368HMVL ","Hermansville Limestone"
"368JFRC ","Jefferson City Dolomite"
"368MDRG ","Mound Ridge Member of Oneota Dolomite"
"368NERM ","New Richmond Member of Shakopee Formation"
"368NRCM ","New Richmond Sandstone"
"368NRCMP","New Richmond Sandstone of Prairie Du Chien Group"
"368ONOT ","Oneota Dolomite"
"368PCTP ","Prairie Du Chien Group-Trempealeau Formation"
"368PLCR ","Powell-Cotter Dolomites"
"368PRAD ","Prairie Du Chien"
"368PRDC ","Prairie Du Chien Group"
"368PWLL ","Powell Dolomite"
"368RBDX ","Roubidoux Formation"
"368SACK ","Swan Creek Sandstone (Informal Unit At Base of Cotter Dolomite)"
"368SAKP ","Shakopee Dolomite"
"368SAKPP","Shakopee Dolomite of Prairie Du Chien Group"
"368SCRK ","Swan Creek Member of Cotter Formation or Dolomite"
"368SDRD ","Stoddard Member of Oneota Dolomite"
"368SHKP ","Shakopee Formation"
"368SMVL ","Smithville Formation"
"368SMVP ","Smithville-Powell Formations"
"368WLRV ","Willow River Dolomite Member of Shakopee Formation"
"370AMER ","Antietam-Erwin Quartzites, Undifferentiated"
"370ARBY ","Araby Formation"
"370ARGL ","Argillite"
"370BCKK ","Buckskin Schist"
"370BKSP ","Buck Spring Formation"
"370BNDR ","Boundary Argillite"
"370BURR ","Burro Quartzite"
"370BYRS ","Bayhorse Dolomite"
"370CBPB ","Cambrian System-Precambrian Erathem"
"370CDCK ","Cedar Creek Argillite"
"370CHKM ","Chiwaukum Schist"
"370CLLR ","Collier Shale"
"370CMBR ","Cambrian System"
"370CMBRR","Cambrian Rocks"
"370CNSG ","Coansauga Group"
"370CRSL ","Crystalline Rocks, Undifferentiated"
"370CRSLC","Crystalline Rocks, Carbonate"
"370CRSLN","Crystalline Rocks, Noncarbonate"
"370DDHL ","Druid Hill Amphibolite Member of James Run Formation"
"370DLMT ","Cambrian Dolomite"
"370DPLK ","Deep Lake Argillite"
"370DRGN ","Dragoonan Series"
"370EPMV ","Epiclastic Metavolcanic Rock"
"370EVPR ","Cambrian Evaporites"
"370FCMV ","Felsic Metavolcanic Rock"
"370FLCG ","Felsic Gneiss"
"370FRNW ","Fernow Gneiss"
"370GDCK ","Garden Creek Phyllite"
"370GDPG ","Goodsprings Dolomite"
"370GLDH ","Gold Hill Formation"
"370GPDR ","Gunpowder Gneiss"
"370GYPS ","Gypsy Quartzite"
"370HKNS ","Hawkins Limestone"
"370HLFD ","Holofield Layered Ultramafite"
"370HRMN ","Harmony Formation"
"370IMMV ","Intermediate Metavolcanic Rock"
"370LCPK ","Lincoln Peak Formation"
"370LCRV ","Loch Raven Schist"
"370LMSN ","Cambrian Limestone"
"370LNSL ","Cambrian Limestone and Shale"
"370MFMV ","Mafic Metavolcanic Rock"
"370MRHS ","Morehouse Quartzite"
"370MSMN ","Mount Simon Sandstone"
"370MVCC ","Metavolcanic Rock Undifferentiated"
"370NUNN ","Nounan Limestone (Upper-Middle Cambrian)"
"370OGDM ","Osgood Mountain Quartzite"
"370PDBG ","Post-Dunderburg Shale"
"370PLCN ","Pole Canyon Limestone"
"370PLLT ","Phyllite"
"370PNVL ","Pine Valley Quartzite"
"370PRBL ","Preble Formation"
"370PRCK ","Peters Creek Schist"
"370PRHL ","Perry Hall Gneiss"
"370QRTZ ","Quartzite"
"370REVS ","Reeves Limestone Member of Maitlen Phyllite"
"370RPBG ","Raspeburg Amphibolite"
"370SBCK ","Swarbrick Formation"
"370SCST ","Schist"
"370SDSL ","Cambrian Sandstone and Shale"
"370SHLE ","Cambrian Shale"
"370SLLK ","Stella Lake Quartzite"
"370SLMN ","Solomon Schist"
"370SNDS ","Cambrian Sandstone"
"370SWKN ","Swakane Biotite Gneiss"
"370TLDN ","Tilden Formation"
"370TMSN ","Tomstown Dolomite"
"370TONG ","Tonga Formation"
"370TYBO ","Tybo Shale"
"370WDCN ","Wood Canyon Formation"
"370WDFL ","Windfall Limestone"
"371ABCKL","Arbuckle Formation, Lower"
"371AJAX ","Ajax Dolomite"
"371ALNN ","Allentown Formation"
"371BCKE ","Black Earth Member of St. Lawrence Formation"
"371BDAX ","Bad Axe Member of Franconia Sandstone"
"371BDDD ","Bonneterre-Davis Formations and Davis-Derby Dolomites"
"371BIBB ","Bibb Dolomite"
"371BLSS ","Bliss Sandstone"
"371BNTR ","Bonneterre Dolomite"
"371BONR ","Bonneterre Formation"
"371BRKM ","Birkmose Member of Franconia Formation"
"371BTRL ","Butterly Dolomite"
"371BYSN ","Boysen Formation"
"371BZKG ","Bonanza King Formation"
"371CBBRU","Upper Cambrian Series"
"371CBPB ","Cambrian System-Precambrian Erathem"
"371CCCG ","Conococheague Formation"
"371CCCGG","Conococheague Group"
"371CMBR ","Cambrian System, Upper"
"371CMBRD","Upper-Middle Cambrian Series"
"371CMBRM","Middle Cambrian Series"
"371CMBRU","Cambrian, Upper"
"371CMGR ","Upper Cambrian Granite Wash"
"371CNSG ","Conasauga Formation"
"371CONG ","Conococheague Limestone"
"371COSG ","Conasauga Group"
"371CPMN ","Cap Mountain Limestone Member of Riley Formation"
"371CPRG ","Copper Ridge Dolomite"
"371CRNCM","Crane Canyon Formation"
"371CRSC ","Carrasco Limestone"
"371CSPG ","Corset Spring Shale"
"371DBDR ","Derby-Doerun Dolomites"
"371DDBG ","Dunderburg Shale"
"371DDWD ","Deadwood Formation (Outcrop)"
"371DEBD ","Derby-Doerun Dolomite"
"371DGFL ","Dagger Flat Sandstone"
"371DGRG ","Dugway Ridge Dolomite"
"371DRBC ","Dresbach Group"
"371DRBD ","Derby-Doerun Formations"
"371DRBR ","Dearborn Limestone"
"371DRCK ","Dry Creek Shale"
"371DUNR ","Du Noir Limestone Member of Gallatin Limestone"
"371DVIS ","Davis Formation"
"371DVLG ","Devils Glenn Dolomite"
"371ECLR ","Eau Claire Formation"
"371ECMS ","Eau Claire-Mt. Simon Formations"
"371ELBK ","Elbrook Formation"
"371ELVS ","Elvins Group"
"371EMCP ","Eminence-Potosi Dolomites"
"371EMGRM","Emigrant Formation"
"371EMNC ","Eminence Dolomite"
"371EMPT ","Eminence-Potosi Dolomites"
"371FERA ","Fera Limestone"
"371FIGV ","Franconia-Ironton-Galesville Formations"
"371FRNC ","Franconia Sandstone"
"371FRSL ","Fort Sill Limestone"
"371GALN ","Gallatin Limestone"
"371GBRG ","Gatesburg Formation"
"371GBRGL","Gatesburg Formation, Lower Sandy Member"
"371GBRGU","Gatesburg Formation, Upper Sandy Member"
"371GDNG ","Goodenough Member of Franconia Sandstone"
"371GLTN ","Gallatin Limestone or Formation"
"371GLVL ","Galesville Sandstone"
"371GRNT ","Granite Wash"
"371GRVK ","Grove Creek Limestone Member of Snowy Range Formation"
"371GVCK ","Grove Creek Member of Snowy Range Formation"
"371HCKR ","Hickory Sandstone"
"371HCKS ","Hicks Formation"
"371HCRK ","Honey Creek Limestone"
"371HDSN ","Hudson Member of Franconia Sandstone"
"371HLES ","Hales Limestone"
"371HLFP ","Halfpint Member of Nopah Formation"
"371HMBG ","Hamburg Dolomite"
"371HMRK ","Hasmark Formation or Dolomite"
"371IGEC ","Ironton-Galesville-Eau Claire Formations"
"371IGLV ","Ironton and Galesville Sandstones"
"371IOGV ","Ironton Sandstone Member of Franconia Ss.-Galesville Ss."
"371IRNN ","Ironton Member of Franconia Sandstone"
"371IRNT ","Ironton Sandstone Member of Franconia Sandstone"
"371JIGV ","Jordan-Ironton-Galesville Sandstones"
"371JRDN ","Jordan Sandstone"
"371JSLC ","Jordan-St. Lawrence Formations"
"371JSTF ","Jordan-St. Lawrence-Franconia Formations"
"371KNOX ","Knox Group"
"371LAMB ","Lamb Dolomite (Upper-Middle Cambrian)"
"371LKFT ","Lukfata Sandstone"
"371LLFL ","Little Falls Dolomite"
"371LMPR ","Limeport Formation"
"371LMRG ","Lamotte-Reagan Sandstone"
"371LMTT ","Lamotte Sandstone"
"371LNMN ","Lion Mountain Sandstone"
"371LODI ","Lodi Member of St Lawrence Formation"
"371LODR ","Lodore Formation or Shale"
"371LYNC ","Lynch Dolomite (Upper-Middle Cambrian)"
"371MADV ","Maynardville Formation"
"371MDCK ","Maiden Creek Member of Allentown Formation"
"371MDVL ","Maynardville Limestone"
"371MGCK ","Morgan Creek Limestone Member of Wilberns Formation"
"371MINS ","Mines Formation or Member of Gatesburg Formation"
"371MLBC ","Milbach Formation"
"371MLBG ","Muhlenberg Member of Allentown Formation"
"371MMNC ","Momence Sandstone Member of Eminence Dolomite"
"371MSHK ","Mt. Simon-Hinckley Aquifer"
"371MSMN ","Mount Simon Sandstone"
"371MSRC ","Mt. Simon Sandstone-Red Clastics Series"
"371MZMN ","Mazomanie Sandstone"
"371MZMR ","Mazomanie-Reno Members of Franconia Formation"
"371NCCK ","Nolichucky Shale"
"371NCPK ","Notch Peak Limestone"
"371NOPH ","Nopah Formation"
"371NRLK ","Norwalk Member of Jordan Sandstone"
"371NUNN ","Nounan Limestone"
"371OPDR ","Open Door Limestone"
"371OPEX ","Opex Formation"
"371ORHL ","Ore Hill Member of Gatesburg Formation"
